customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4380-LXFPP,Female,0,No,No,15,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.47,1255.16,Yes
4179-ADMQU,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,52.7,217.06,Yes
9666-AOZJE,Female,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,461.96,No
5568-SFCGH,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,78.79,573.56,No
1954-NNKZC,Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.91,832.91,No
3936-TLBKW,Female,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.42,3398.2,No
4222-IFKHF,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.93,607.62,Yes
9711-DCSKU,Male,1,No,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.28,831.6,No
4202-ZHWTV,Female,0,No,No,57,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,54.6,3144.97,No
6975-EFLMS,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,74.84,46.21,Yes
8200-AKAZI,Female,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),53.72,3851.06,No
7736-PATLQ,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.33,1287.9,Yes
4863-QVAGI,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),96.47,1179.23,Yes
3449-XEEBC,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,87.16,3493.75,No
7008-KSOWM,Male,0,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.02,1188.62,No
8981-XZLGT,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,87.84,5358.39,No
7147-BXIMY,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.62,223.81,Yes
5972-NVEDI,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.86,27.56,Yes
6183-FQQOX,Female,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,106.24,7417.72,No
6781-XEQLT,Male,1,No,No,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,67.22,258.49,Yes
3524-MTIBU,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,102.68,1534.82,No
7047-VMWDU,Male,0,Yes,Yes,14,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),68.53,963.95,No
3716-CZOGQ,Male,0,No,No,19,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,55.55,1042.84,No
9367-ERJMD,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,68.68,2063.77,No
2523-DOVLY,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),100.21,2278.81,No
8414-VIWGP,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.25,1717.93,No
5042-XKSXU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.95,833.86,No
6918-UNLKZ,Female,0,Yes,No,28,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,61.63,1749.54,No
7582-PCGYL,Male,0,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.95,1490.47,Yes
6910-VLWYY,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,64.18,239.12,No
4056-DIGDY,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.22,1663.09,No
6624-VLUDJ,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,87.49,1429.13,Yes
9222-ATDOA,Female,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,84.48,No
5109-NVSVW,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),92.19,5692.46,No
3102-SPISE,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.91,731.14,No
9564-RZDAS,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,98.11,664.5,No
8690-BNFSS,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.77,1720.26,No
9864-LOPKU,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.82,891.17,No
3521-ELZNQ,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,72.13,906.28,No
8383-PANPJ,Male,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.76,1106.39,No
3378-ROYUB,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.47,1330.35,No
7844-VJLIM,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,82.21,1793.4,No
4856-GNGXE,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.01,1994.72,No
8123-JMYJK,Male,0,Yes,No,64,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.62,4432.56,No
7899-CFMTN,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,84.18,1128.84,Yes
9507-FOFAH,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),56.84,4099.08,No
9723-IRUXO,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),56.91,611.11,No
7005-HJXSF,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.96,4792.47,No
9292-NLNWR,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,87.82,3113.63,Yes
4325-JJGBL,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,81.67,5375.6,No
7049-RNJPZ,Female,0,No,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1240.08,No
8951-JCPFL,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),96.43,691.19,Yes
4439-RTUIA,Male,0,No,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,72.95,2065.73,No
1424-GPQOC,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.83,735.12,No
4654-ZJDTJ,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.68,1863.76,No
8340-IONAA,Male,1,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.15,1907.76,Yes
4910-BRHSH,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.22,169.89,Yes
3392-RCYAK,Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,99.98,2482.02,Yes
4034-XUWTM,Male,1,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,56.77,1073.28,No
4630-WDSGW,Male,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,82.7,2237.98,No
4207-ROZLT,Female,0,No,No,4,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,84.06,368.53,No
9989-DTMVP,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.32,0.0,Yes
5622-HMZII,Male,1,No,No,16,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),60.08,972.73,No
5700-WUYFN,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.55,161.16,No
1206-CVPEE,Female,0,No,No,72,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),51.67,3726.82,No
2840-IYYZT,Female,0,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.64,1219.84,No
6702-ECJTV,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.2,928.63,No
9830-OVVGD,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.74,95.67,No
5570-XYREU,Male,1,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.15,1654.04,Yes
5004-YNVEE,Male,1,Yes,Yes,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.55,860.71,No
5818-SBXRT,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.22,347.08,No
7904-XCAAI,Female,0,No,No,64,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.47,4194.05,No
6688-AMFIK,Male,1,No,No,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,68.05,1344.35,No
7648-KEJIW,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),93.91,89.71,No
1524-MUJQS,Male,0,No,No,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.58,2394.34,No
9369-WAWVE,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.01,340.34,No
9644-KUIUB,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.96,621.57,Yes
6912-VKSHK,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.9,1551.0,Yes
5050-FTWDN,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.84,487.84,Yes
8980-TOZQG,Male,0,No,No,72,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),53.84,3890.36,No
6198-FDKJI,Female,0,No,No,23,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.92,2062.96,No
6177-GIVIG,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),70.76,0.0,No
5834-GDFVK,Male,0,No,No,46,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),56.76,2571.91,No
6733-SFZMN,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,63.81,100.87,Yes
7884-YHTKB,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,78.28,2099.94,No
4250-NWINA,Male,0,No,No,67,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,69.32,4629.03,No
8067-BAFGX,Male,0,No,No,17,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),72.14,1240.09,No
6331-BDXVC,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.11,85.04,Yes
3418-CSIQO,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.35,2401.39,Yes
6964-BQPAS,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,54.29,87.92,No
8036-TXEYQ,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),59.53,1414.02,Yes
3634-OZGFN,Female,0,No,No,32,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.06,2188.66,No
1930-UYFIG,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.29,168.34,Yes
4085-CAANT,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.35,6072.3,No
2727-VIBXG,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),91.75,2406.01,No
6658-FINIF,Male,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.98,629.99,Yes
6030-JESGY,Male,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.46,1281.85,Yes
5304-AVYSR,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,80.82,3800.31,No
5402-TUFEW,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),98.49,1291.47,Yes
1389-SZIZF,Female,0,No,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,50.44,3405.55,No
8775-VVXFW,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.25,1538.71,No
8092-OEKWM,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,56.95,4123.24,No
5731-AYYOD,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),90.42,6466.2,No
3786-SKNPO,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.08,355.68,Yes
1938-QUBQI,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.38,940.57,Yes
5203-HLWJU,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,66.89,47.66,No
1587-ABKZH,Male,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,63.96,579.82,No
1774-WGBBZ,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.85,3369.55,No
5954-QZMEG,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),83.93,1092.9,No
4919-DCNUG,Male,0,No,No,66,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,62.21,4134.98,No
8520-WBKGW,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1299.34,No
6927-FGNQH,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.99,1476.5,No
5217-SXLGY,Female,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.65,1822.5,No
7419-WRPCR,Male,0,No,No,49,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),55.2,2706.12,No
5121-PKBWK,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.91,2711.98,Yes
9640-PSBSO,Female,1,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,90.32,1982.91,Yes
6900-GKGUL,Female,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.75,176.3,No
5055-FTRGL,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.49,287.69,No
6652-OLPET,Female,0,Yes,Yes,24,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.37,1346.13,Yes
2052-CKOUG,Male,1,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.5,609.42,No
1858-KBVWJ,Female,0,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.01,1005.05,No
4815-WBFRW,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.26,6030.95,No
3256-KXMDZ,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.09,1432.73,No
5932-SSAQD,Male,1,Yes,No,10,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.77,711.04,Yes
8978-SMMUX,Male,1,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.09,1365.56,No
6471-BHNPH,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.87,0.0,Yes
8647-NHPOJ,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,59.95,2084.84,No
1438-IZTIX,Male,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,92.99,4193.61,No
3940-LLCDF,Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,81.79,4841.26,No
1194-FMXZZ,Male,0,No,No,61,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,75.96,4620.17,No
2525-SPJBW,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,96.39,5779.43,No
3954-ZERQP,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.27,106.46,Yes
7067-COJQZ,Male,0,No,No,62,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,66.99,4115.63,No
4663-NJXOA,Male,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.37,250.02,No
3132-YIQST,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),89.43,1734.51,Yes
2987-UCMLA,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,65.75,819.51,Yes
3825-FVIMH,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),53.54,1162.4,No
7750-WFZLT,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.26,596.86,No
5343-HECPR,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,85.79,627.34,Yes
5514-QSYRS,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.16,3391.68,Yes
4718-HYGVA,Male,1,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),94.88,5390.73,No
1079-SRNUS,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.0,2505.23,Yes
4355-GVTPP,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),102.34,6133.64,No
4103-WYTOF,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.73,715.81,Yes
2764-SCTTS,Male,0,Yes,Yes,0,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,54.83,31.85,No
3804-PPXJF,Female,1,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.36,257.37,No
7290-LIHNE,Female,0,Yes,No,43,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,47.96,2074.04,No
4772-TWGNA,Male,0,No,No,3,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.64,250.88,Yes
6940-OXMZG,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.48,2034.19,No
7994-QQTBF,Male,0,No,No,63,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.72,3415.13,No
1001-EQPGK,Male,0,Yes,Yes,48,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.07,4030.78,Yes
